3.033075506864738383e-02,-7.845863092830257166e-04,5.208783564706598031e-05,-8.212012300512973317e-02,-7.060067303038157016e-04,1.718977391285252414e-04,5.509203582482964483e-03,-3.618877882044421713e-04,-8.058995986433433421e-06,-9.301963562431203938e-07,-1.054288336661032941e-04,3.746471969297743331e-05
3.013730247984243091e-02,-7.719353538846392181e-04,5.130074441021416202e-05,-8.072163952141929444e-02,-6.937830480743949505e-04,1.689453375191592578e-04,5.414871912273268133e-03,-3.557192617095516541e-04,-7.917772945766499842e-06,-9.146046083770070431e-07,-1.036340139401384223e-04,3.682301969241540563e-05
2.977539120125999306e-02,-7.478347067508600478e-04,4.980124252517590603e-05,-7.805933930920207209e-02,-6.704919120062149615e-04,1.633163635811346744e-04,5.235024493961702718e-03,-3.439434144870734985e-04,-7.649254983206377504e-06,-8.848824429391827576e-07,-1.002117748457174751e-04,3.560000907149466561e-05
2.930473903636120550e-02,-7.158047317149928562e-04,4.780747699582520128e-05,-7.452243365440085199e-02,-6.395553113855458049e-04,1.558382986330078025e-04,4.996039083460609813e-03,-3.282885770134306731e-04,-7.293252050099229521e-06,-8.453733190145595183e-07,-9.566559221959127814e-05,3.397526965601100702e-05
2.874550134860844389e-02,-6.758002055521516354e-04,4.531403207045670305e-05,-7.010825988963571842e-02,-6.009762346090625649e-04,1.465115718384225549e-04,4.697831777324629546e-03,-3.087478533580427075e-04,-6.850352426133866457e-06,-7.960530946787836015e-07,-8.999530640136265065e-05,3.194864661518745982e-05
2.817489567114907223e-02,-6.324645995289075381e-04,4.260796579268826228e-05,-6.533174791416117289e-02,-5.592704310777626281e-04,1.364278760295851089e-04,4.375273489142257784e-03,-2.876083262238382683e-04,-6.372306398171577197e-06,-7.426967330016699328e-07,-8.386296126515703682e-05,2.975711188324926750e-05
2.761884535858349574e-02,-5.877689493528131734e-04,3.981181166353162180e-05,-6.041098555921320390e-02,-5.163422051735763003e-04,1.260475941367705517e-04,4.043100788841159053e-03,-2.658369087322894303e-04,-5.880752664476322105e-06,-6.877479199182473177e-07,-7.754786210839409411e-05,2.750067108664211229e-05
2.713034007427249372e-02,-5.434543851969158863e-04,3.702737357671530792e-05,-5.554661912364839554e-02,-4.739786103756944398e-04,1.158011543346691339e-04,3.714984890130993821e-03,-2.443294777862827579e-04,-5.396202074058807597e-06,-6.334792419827872667e-07,-7.130795774457105590e-05,2.527231443895631578e-05
2.670881855720446535e-02,-5.006070755448845024e-04,3.432369837333904743e-05,-5.085770279523110782e-02,-4.332029109180937664e-04,1.059359232485786027e-04,3.398901796136196210e-03,-2.236096312779467391e-04,-4.930012957601580281e-06,-5.812144039135007725e-07,-6.529429400984187862e-05,2.312594957380979409e-05
2.637375086071405000e-02,-4.602586441963125692e-04,3.176133561582434646e-05,-4.646392295359020458e-02,-3.950690690503520872e-04,9.670523584784165307e-05,3.102942402204704898e-03,-2.042073529420860981e-04,-4.494028757388710731e-06,-5.322986905957225942e-07,-5.965942632596879622e-05,2.111640470523433715e-05
