-5.485300, 3.967800, 3.301100,-3.129100,-0.886530
-5.485300, 3.967800, 1.221700,-1.370900,-1.048200
-5.485300, 3.967800, 3.933700,-3.129100,-1.048200
-5.485300, 3.967800, 3.617800,-2.013300,-1.692600
-5.485300, 3.967800, 5.346800,-6.425500, 1.867900
-5.485300, 3.967800,-6.122100, 5.348500,-2.333100
-5.485300, 3.967800, 4.720400,-1.370900,-2.333100
-5.485300, 3.967800, 5.503000,-1.853000,-2.492800
-5.485300, 3.967800, 6.126500,-8.283600,-2.492800
-5.485300, 3.967800, 7.058000,-9.822100, 2.507500
-5.485300, 3.967800, 7.058000,-9.668500, 3.460800
-5.485300, 3.967800,-6.743600, 6.439900,-3.920300
-5.485300, 3.967800,-6.743600, 6.750600,-4.235600
-5.485300, 3.967800,-6.122100, 6.284300,-4.550200
-5.485300, 3.967800,-7.208400, 7.370700,-4.707200
-5.485300, 3.967800,-6.743600, 7.060900,-4.864100
-5.485300, 3.967800,-7.517800, 7.215800,-5.020900
-5.485300, 3.967800,-6.122100, 6.595300,-5.020900
-5.485300, 3.967800, 7.058000,-9.515000, 5.348500
-5.485300, 3.967800,-5.810600, 6.595300,-5.646500
-5.485300, 3.967800,-7.208400, 7.370700,-5.958400
-5.485300, 3.967800,-7.517800, 7.680100,-6.580900
-5.485300, 3.967800, 6.126500,-7.820400,-6.891400
-5.485300, 3.967800,-9.212400, 8.760200,-8.129300
-5.485300, 3.967800, 6.592800,-8.437800,-8.129300
-5.485300, 3.967800,-10.745000, 9.375500,-8.283600
-5.485300, 3.967800,-8.289400, 8.452100,-8.591900
-5.485300, 3.967800, 6.592800,-8.283600,-8.745900
-5.485300, 3.967800, 6.437500,-7.974900,-9.053800
-5.485300, 3.967800, 6.592800,-8.129300,-9.207600
-5.485300, 3.967800,-8.751300, 9.068000,-10.742000
-5.485300, 3.967800, 6.126500,-7.511100,-11.812000
-5.485300, 3.967800, 7.985400,-10.895000,14.723000
-5.485300, 3.967800, 7.058000,-10.895000,-15.013000
-5.485300, 3.967800, 7.676700,-13.491000,-15.013000
-5.485300, 3.967800,-8.597400,15.180000,15.180000
-5.485300, 3.967800, 7.831100,-10.589000,15.180000
-5.485300, 3.967800, 7.676700,-13.491000,-15.622000
