y,x,z
"[-5.0, 0.0, 5.0, 5.0, 0.0, -5.0, -5.0, 0.0, 5.0]","[-5.0, -5.0, -5.0, 0.0, 0.0, 0.0, 5.0, 5.0, 5.0]","[0.14262744242767528, 0.09184165019030649, 0.1339518732180264, 0.08522460397331683, 0.10357252849682722, 0.04936771539447893, 0.135926426685014, 0.0918342988724824, 0.16415914429661452]"
