y,x,z
"[-5.0, 0.0, 5.0, 5.0, 0.0, -5.0, -5.0, 0.0, 5.0]","[-5.0, -5.0, -5.0, 0.0, 0.0, 0.0, 5.0, 5.0, 5.0]","[0.06073623962883473, 0.15163557016478238, 0.08466007589872476, 0.17218881301740344, 0.07057651999508668, 0.14971774007827393, 0.11886025646707027, 0.10012510362818156, 0.07487755149220476]"
