-5.705030851834985484e+00,4.677131301751955128e+00,-1.531843166433336734e+01,1.929894200605776078e+01,-1.470842980176314718e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-1.473743565268062738e+01,1.913284668538610944e+01,2.488164290052992111e+00
-5.705030851834985484e+00,4.677131301751955128e+00,-1.415458970990128407e+01,1.909503576295813332e+01,3.239506380868413515e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-1.356995184670049071e+01,1.826314313749477947e+01,4.755390045397582810e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-1.298358200187156797e+01,2.304841197524224228e+01,4.755390045397582810e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-1.239554199890407560e+01,2.043286436046060928e+01,4.755390045397582810e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-1.180589549817882045e+01,1.872192450104478212e+01,4.393851397655460289e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-1.121470794483269628e+01,1.803323577716023252e+01,2.305988898723398250e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-1.062204651238953446e+01,1.764558989641037101e+01,4.794819311626799418e+00
-5.705030851834985484e+00,4.677131301751955128e+00,-1.002798004226696449e+01,1.732076255135498855e+01,-8.353461593173348021e+00
-5.705030851834985484e+00,4.677131301751955128e+00,-9.432578979282023823e+00,1.700965272753576940e+01,-1.751533179445700128e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-8.835915303291159262e+00,1.669875134868147626e+01,-2.403634665706853468e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-8.238062457112413028e+00,1.638165883741333673e+01,-2.883838747104719857e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-7.639095270889360023e+00,1.605433675751205058e+01,-3.249142460690225676e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-7.039089883067696007e+00,1.571593467395562449e+01,-3.534637596587118935e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-6.438123658166041707e+00,1.536398382014453112e+01,-3.762928682213301812e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-5.836275101532724996e+00,1.499841985564179758e+01,-3.948754648926719568e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-5.233623771289837023e+00,1.461594093720853316e+01,-4.102267654909186234e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-4.630250187674743501e+00,1.421646347352285567e+01,-4.230396156862767754e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-4.026235739997503060e+00,1.379827860499324999e+01,-4.338368829930301018e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-3.421662591440174150e+00,1.335966452338113797e+01,-4.429865135888595518e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-2.816613581930808241e+00,1.289970304860084127e+01,-4.507652970764652878e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-2.211172129331057334e+00,1.241665262372373135e+01,-4.573914592835973991e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-1.605422129181609314e+00,1.190793998879881954e+01,-4.630118865319763444e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-9.994478532542724336e-01,1.137179574768949131e+01,-4.677600437695588909e+01
-5.705030851834985484e+00,4.677131301751955128e+00,-3.933338471632739086e-01,1.080644120601326996e+01,-4.717220948337993747e+01
-5.705030851834985484e+00,4.677131301751955128e+00,2.128351727086725820e-01,1.020843885121607464e+01,-4.749684971197801531e+01
-5.705030851834985484e+00,4.677131301751955128e+00,8.189744227118131992e-01,9.576814412750490391e+00,-4.775372754480329007e+01
-5.705030851834985484e+00,4.677131301751955128e+00,1.424999155599242950e+00,8.906452436387622740e+00,-4.794701430020504063e+01
