3.299977525473029516e+01,-4.464876348787368443e+03
3.510504644362791282e+01,-3.759107214870758526e+03
3.721031763252553048e+01,-4.755198209947732721e+03
3.931558882142314104e+01,-5.153132473395276065e+03
4.142086001032078002e+01,-5.603333960433512402e+03
4.352613119921839058e+01,-6.087996508956843172e+03
4.563140238811600113e+01,-6.119314977218454260e+03
4.773667357701364011e+01,-6.436852138669345550e+03
4.984194476591127199e+01,-6.702887660557367781e+03
5.194721595480886833e+01,-6.940842681293038368e+03
5.405248714370647889e+01,-6.989906936433319061e+03
5.615775833260410366e+01,-7.101805939378985386e+03
5.826302952150170711e+01,-7.110807202078328373e+03
6.036830071039933188e+01,-7.104698593461209384e+03
6.247357189929696375e+01,-7.066425131132793467e+03
6.457884308819460273e+01,-6.905714453251232044e+03
6.668411427709220618e+01,-6.606359042152643269e+03
6.878938546598980963e+01,-6.391090975026397246e+03
7.089465665488741308e+01,-6.015240469328256040e+03
7.299992784378504496e+01,-5.168260441944374179e+03
