approxChargeData,approxPhaseFit,approxChargeFit,approxChargeStd,approxPhaseData
"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, 20, -4.831787240062898, -1.9483654331246554, -6.967869911953514, -5.987284849293444, -6.372769231912034, -11.868670490376779, -10.247577453575706, -8.98706223578951, -6.129316987691438, -3.0155619079547655, -1.0091546724404807, 5.516347725735723, 6.490112343247823, 10.252098291261262, 12.506875299204863, 5.917163108067001, 5.821095343849534, 7.803110048341726, 5.045042708398781, 6.248656760475623, 20, 20, 20, 20, 20, 20, 20]","[ 83.          83.19191919  83.38383838  83.57575758  83.76767677
  83.95959596  84.15151515  84.34343434  84.53535354  84.72727273
  84.91919192  85.11111111  85.3030303   85.49494949  85.68686869
  85.87878788  86.07070707  86.26262626  86.45454545  86.64646465
  86.83838384  87.03030303  87.22222222  87.41414141  87.60606061
  87.7979798   87.98989899  88.18181818  88.37373737  88.56565657
  88.75757576  88.94949495  89.14141414  89.33333333  89.52525253
  89.71717172  89.90909091  90.1010101   90.29292929  90.48484848
  90.67676768  90.86868687  91.06060606  91.25252525  91.44444444
  91.63636364  91.82828283  92.02020202  92.21212121  92.4040404
  92.5959596   92.78787879  92.97979798  93.17171717  93.36363636
  93.55555556  93.74747475  93.93939394  94.13131313  94.32323232
  94.51515152  94.70707071  94.8989899   95.09090909  95.28282828
  95.47474747  95.66666667  95.85858586  96.05050505  96.24242424
  96.43434343  96.62626263  96.81818182  97.01010101  97.2020202
  97.39393939  97.58585859  97.77777778  97.96969697  98.16161616
  98.35353535  98.54545455  98.73737374  98.92929293  99.12121212
  99.31313131  99.50505051  99.6969697   99.88888889 100.08080808
 100.27272727 100.46464646 100.65656566 100.84848485 101.04040404
 101.23232323 101.42424242 101.61616162 101.80808081 102.        ]","[-3.07703623 -1.34550565  0.49448466  2.26547792  3.79667174  4.94039103
  5.58633046  5.67219279  5.18969708  4.18537733  2.75609458  1.03969515
 -0.79828383 -2.58057957 -4.13529961 -5.31249989 -5.99864603 -6.12756307
 -5.68681768 -4.71891729 -3.31721049 -1.61688405  0.21807504  2.01069525
  3.58808838  4.79812369  5.52410002  5.69600103  5.29724782  4.36629792
  2.99293622  1.3096158  -0.52131651 -2.32327753 -3.92247818 -5.16468452
 -5.93009268 -6.14488333 -5.78834111 -4.89485253 -3.55058956 -1.88519884
 -0.05929801  1.75101502  3.37114567  4.64484141  5.4492614   5.70682383
  5.39268824  4.53715126  3.22272465  1.57617749 -0.24368993 -2.0613616
 -3.70153323 -5.00601944 -5.84900984 -6.14920272 -5.87764615 -5.06053023
 -3.77666125 -2.14986117 -0.33702577  1.48700712  3.14631971  4.4808806
  5.36197883  5.70463743  5.47580888  4.69756241  3.44495555  1.83879522
  0.03398661 -1.79540659 -3.47294963 -4.83685286 -5.75557546 -6.14051174
 -5.95453678 -5.21558681 -3.99492942 -2.41029019 -0.61449872  1.21925095
  2.91410391  4.30660108  5.26244389  5.68944664  5.54642732  4.84717932
  3.65914122  2.09689264  0.31110372 -1.52599618 -3.23722905 -4.65755604
 -5.64999457 -6.11882948 -6.01884427 -5.35968195]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0540572132335194, 0.7292427485402594, 0.4255366314935462, 0.022508095864589836, 0.10569148869199493, 0.13998028957919684, 0.09995746913024506, 0.8567084296287137, 0.20402733255267963, 0.9974291546594467, 0.10758990361829343, 0.2834387652936663, 0.06496326393289396, 0.11894243237930376, 0.10413215414435771, 13.293326852130635, 0.24264878154910713, 0.08939108226487696, 0.4310774185348229, 2.5052829423006893, 0, 0, 0, 0, 0, 0, 0]","[70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109]"
