0.00031104,-5.6618e-05,0.00043605,0.0002081,9.5606e-06,-4.1912e-05,0.00017133,0.00073753,0.00062723,-5.6618e-05,0.00073753
0.00041399,2.4267e-05,0.00052428,8.3093e-05,6.8386e-05,2.2075e-06,-8.6031e-05,0.00078165,0.00056105,-7.1324e-05,0.00070076
0.00025222,8.3093e-05,0.00050958,9.7799e-05,5.368e-05,-2.7205e-05,0.00017868,0.00073753,0.00053899,-0.0001375,0.00070811
0.00020074,-5.1457e-06,0.00060517,0.00024486,-4.1912e-05,9.7799e-05,5.368e-05,0.00076694,0.00048752,-0.00010809,0.00065664
0.00019339,8.3093e-05,0.00065664,0.00012721,6.1033e-05,8.3093e-05,4.6327e-05,0.00067135,0.00038457,-0.00010809,0.00079635
0.00029633,-6.3971e-05,0.00052428,0.00014927,-2.7205e-05,1.6914e-05,0.00016398,0.00088459,0.00051693,-0.00010809,0.00057576
0.00024486,3.162e-05,0.00053899,0.00025957,0.00011251,3.8973e-05,0.00015662,0.00072282,0.00036987,-0.00014486,0.00056105
0.00025222,-2.7205e-05,0.00059782,0.00027428,2.2075e-06,2.2075e-06,-3.4558e-05,0.00076694,0.00053899,-0.00015956,0.00059782
0.0002228,6.8386e-05,0.00045075,7.5739e-05,3.8973e-05,0.00015662,2.4267e-05,0.00075223,0.00036987,-5.6618e-05,0.00062723
0.00011251,-3.4558e-05,0.00070811,0.00016398,4.6327e-05,8.3093e-05,3.8973e-05,0.00072282,0.00050222,-7.1324e-05,0.00065664
0.00025222,5.368e-05,0.00058311,0.00024486,-7.1324e-05,3.162e-05,9.7799e-05,0.0006787,0.00050958,-0.00014486,0.0006787
5.368e-05,2.4267e-05,0.00052428,0.0003331,6.8386e-05,3.162e-05,0.00011251,0.00073017,0.0005684,6.8386e-05,0.00070811
9.7799e-05,9.5606e-06,0.00056105,0.00023751,7.5739e-05,7.5739e-05,-4.9265e-05,0.00076694,0.00054634,-0.00019633,0.00070811
0.00016398,6.1033e-05,0.00068605,0.00025957,3.8973e-05,2.4267e-05,0.00014192,0.00093606,0.00052428,-4.1912e-05,0.00065664
0.00017133,3.8973e-05,0.00059046,0.00027428,-2.7205e-05,9.0446e-05,0.00025222,0.0006787,0.00053164,-7.1324e-05,0.00058311
9.7799e-05,-8.6031e-05,0.00072282,0.00017133,-0.00010074,-0.00018162,9.7799e-05,0.00067135,0.00052428,-2.7205e-05,0.00064193
0.00011251,7.5739e-05,0.00049487,0.0002228,-2.7205e-05,4.6327e-05,9.7799e-05,0.00071547,0.00056105,-0.00010809,0.0005537
0.00010515,-3.4558e-05,0.00063458,0.00028898,2.4267e-05,7.5739e-05,3.8973e-05,0.00069341,0.0005537,-5.6618e-05,0.00068605
1.6914e-05,-4.1912e-05,0.00053899,0.00031104,-1.2499e-05,9.5606e-06,6.1033e-05,0.0008037,0.00045075,-5.6618e-05,0.00073017
0.0002081,9.5606e-06,0.00046546,0.00024486,0.00014192,0.00014927,0.0002228,0.00068605,0.00045075,7.5739e-05,0.00060517
0.00018604,7.5739e-05,0.0005537,0.00029633,1.6914e-05,-1.9852e-05,4.6327e-05,0.00075959,0.00036251,-0.0002478,0.00069341
5.368e-05,6.1033e-05,0.00053164,5.368e-05,-4.1912e-05,0.00019339,0.00017133,0.00070811,0.00037722,-0.0001375,0.00063458
4.6327e-05,-6.3971e-05,0.00058311,0.00014927,-0.00014486,3.8973e-05,9.0446e-05,0.00078165,0.00042134,-0.00018162,0.0006787
9.0446e-05,3.8973e-05,0.00056105,0.00029633,9.5606e-06,0.00010515,0.00025222,0.00069341,0.00056105,-0.00011544,0.00074488
0.00015662,4.6327e-05,0.00068605,0.00030369,5.368e-05,-8.6031e-05,0.00023016,0.00063458,0.0004434,-5.1457e-06,0.00065664
9.0446e-05,7.5739e-05,0.00040663,0.00029633,8.3093e-05,6.8386e-05,6.8386e-05,0.00068605,0.00057576,-7.1324e-05,0.00075959
8.3093e-05,-6.3971e-05,0.00067135,0.00031839,-5.1457e-06,0.00016398,0.00023751,0.00070811,0.00048016,-0.00013015,0.0006787
8.3093e-05,-0.0001228,0.00053899,0.00016398,2.4267e-05,9.5606e-06,0.00040663,0.00074488,0.00039193,-0.00011544,0.00076694
9.0446e-05,-9.3384e-05,0.00059046,0.00020074,2.2075e-06,-0.00010074,0.00017868,0.00071547,0.00058311,-0.00023309,0.00072282
-8.6031e-05,-0.00014486,0.00053164,0.00025957,-2.7205e-05,8.3093e-05,0.0002081,0.00075223,0.00058311,-0.00011544,0.00070811
