1505835500.09	Reflected power spike	1	0	30
1505835503.89	Reflected power spike	2	10.5894808766	30
1505844266.0	Vacuum spike	1	0	100
1505844266.41	Vacuum spike	2	110.701095714	100
1505844266.74	Vacuum spike	3	137.77266694	100
1505844267.07	Vacuum spike	4	149.750398389	100
1505844267.4	Vacuum spike	5	157.068050867	100
1505844267.72	Vacuum spike	6	161.987041204	100
1505844268.05	Vacuum spike	7	164.986257059	100
1505844268.38	Vacuum spike	8	167.330677927	100
1505844388.67	Vacuum spike	1	0	100
1505844919.12	Vacuum spike	1	0	250.0
1505846304.23	Vacuum spike	2	0	250.0
1505846379.69	Vacuum spike	4	0.112966374616	250.0
1505894175.54	Vacuum spike	1	0	100
1505894717.98	Vacuum spike	2	0.0272524489722	100
1505895843.18	Vacuum spike	3	0.0360705576156	50.0
1505897045.45	Vacuum spike	4	0.0397607199863	30.0
1505897213.07	Reflected power spike	5	0.0511106340774	30.0
1505897218.64	Reflected power spike	6	0.0638125849877	30.0
1505897224.1	Reflected power spike	7	0.0764862716703	30.0
1505897229.56	Reflected power spike	8	0.0891305316625	30.0
1505897235.02	Reflected power spike	9	0.101745615612	30.0
1505897240.48	Reflected power spike	10	0.114331350035	30.0
1505897245.94	Reflected power spike	11	0.126888148517	30.0
1505897251.41	Reflected power spike	12	0.139416129473	30.0
1505897256.86	Reflected power spike	13	0.151915111521	30.0
1505897262.32	Reflected power spike	14	0.164385120612	30.0
1505898465.75	Vacuum spike	1	0	100
1505898539.57	Reflected power spike	2	0.0483718830327	100
1505898545.04	Reflected power spike	3	0.0963197043573	100
1505898550.5	Reflected power spike	4	0.143848901118	100
1505898555.96	Reflected power spike	5	0.190964665975	100
1505898561.42	Reflected power spike	6	0.237674215179	100
1505898566.88	Reflected power spike	7	0.28398042742	100
1505898914.66	Vacuum spike	1	0	200.0
1505898978.33	Reflected power spike	2	0.215462292337	200.0
1505898981.71	Reflected power spike	3	0.425743276602	200.0
1505899014.26	Reflected power spike	4	0.572509979219	200.0
1505899017.64	Reflected power spike	5	0.755225214421	200.0
1505899021.03	Reflected power spike	6	0.934070211083	200.0
1505899024.42	Reflected power spike	7	1.10919056781	200.0
1505899027.8	Reflected power spike	8	1.28071427206	200.0
1505899031.19	Reflected power spike	9	1.44869798261	200.0
1505899034.57	Reflected power spike	10	1.61330317847	200.0
1505899037.95	Reflected power spike	11	1.77462289188	200.0
1505899041.35	Reflected power spike	12	1.93270666778	200.0
1505899044.73	Reflected power spike	13	2.08770688639	200.0
1505899048.11	Reflected power spike	14	2.23972526056	200.0
1505899051.5	Reflected power spike	15	2.38877956078	200.0
1505899054.89	Reflected power spike	16	2.53498276165	200.0
1505899058.27	Reflected power spike	17	2.67847427329	200.0
1505899061.65	Reflected power spike	18	2.81924493968	200.0
1505899065.04	Reflected power spike	19	2.95740515128	200.0
1505899068.42	Reflected power spike	20	3.09305202773	200.0
1505899071.81	Reflected power spike	21	3.22615334949	200.0
1505899075.2	Reflected power spike	22	3.35691164103	200.0
1505899078.58	Reflected power spike	23	3.48537857153	200.0
1505899081.97	Reflected power spike	24	3.6115065741	200.0
1505899085.36	Reflected power spike	25	3.73540856031	200.0
1505899088.74	Reflected power spike	26	3.85721118519	200.0
1505899773.33	Vacuum spike	1	0	100
1505900215.32	Vacuum spike	2	0.0839945571507	50.0
1505900797.22	Vacuum spike	3	0.0925784486492	50.0
1505900799.59	Vacuum spike	4	0.138611238578	50.0
1505900801.99	Vacuum spike	5	0.184473765504	50.0
1505900857.27	Reflected power spike	6	0.221357125777	50.0
1505900862.73	Reflected power spike	7	0.264562512817	50.0
1505900868.19	Reflected power spike	8	0.307423171617	50.0
1505900873.65	Reflected power spike	9	0.349941202547	50.0
1505900879.11	Reflected power spike	10	0.392122975518	50.0
1505900884.57	Reflected power spike	11	0.433972212715	50.0
1505900890.03	Reflected power spike	12	0.475491304957	50.0
1505900895.49	Reflected power spike	13	0.516683494753	50.0
1505900900.95	Reflected power spike	14	0.557557440882	50.0
1505900906.41	Reflected power spike	15	0.598111250115	50.0
1505900911.88	Reflected power spike	16	0.638350389082	50.0
1505900917.33	Reflected power spike	17	0.678282250128	50.0
1505900922.79	Reflected power spike	18	0.717904900063	50.0
1505900928.26	Reflected power spike	19	0.757222004854	50.0
1505902201.51	Reflected power spike	1	0	200.0
1505902206.84	Reflected power spike	2	0.187261241921	200.0
1505902212.2	Reflected power spike	3	0.368367090259	200.0
1505902217.65	Reflected power spike	4	0.543447085085	200.0
1505902223.01	Reflected power spike	5	0.713067557459	200.0
1505902228.47	Reflected power spike	6	0.877116042526	200.0
1505902233.82	Reflected power spike	7	1.03631119298	200.0
1505902239.17	Reflected power spike	8	1.19069218966	200.0
1505902244.52	Reflected power spike	9	1.3404638562	200.0
1505902302.84	Reflected power spike	10	1.2968237426	200.0
1505902308.19	Reflected power spike	11	1.42261676162	200.0
1505902313.55	Reflected power spike	12	1.54527298664	200.0
1505902318.89	Reflected power spike	13	1.6649054125	200.0
1505902324.24	Reflected power spike	14	1.78160696412	200.0
1505902329.6	Reflected power spike	15	1.89547365399	200.0
1505902587.22	Reflected power spike	1	0	100
1505902590.59	Reflected power spike	2	0.392713849073	100
1505902593.98	Reflected power spike	3	0.768378657697	100
1505905635.84	Reflected power spike	1	0	100.0
1505910119.47	Reflected power spike	1	0	100
