2.952586962609288906e-02,-4.222944155533202488e-04,3.074326542687225400e-05,-3.891684847716680995e-02,-2.939097392242855924e-04,9.002342964481964221e-05,2.591328004006003809e-03,-2.060867080842898429e-04,-4.894778618637552663e-06,-4.332582727273022807e-07,-4.954561839836959484e-05,2.067439586926977740e-05
2.938990877117523409e-02,-3.873144296347938724e-04,2.839478604271259145e-05,-3.538282901419027154e-02,-2.673038239059598808e-04,8.191384576930360486e-05,2.354115758674675107e-03,-1.872610521226375675e-04,-4.413262686152981049e-06,-4.014778373423108504e-07,-4.504705492234483387e-05,1.878189807772502910e-05
2.936167154481223243e-02,-3.559692401732306210e-04,2.624374759080044871e-05,-3.228411315520342273e-02,-2.441148793209042313e-04,7.482198911606942565e-05,2.146342866510255777e-03,-1.707640021597180765e-04,-3.992441036426358568e-06,-3.736034018200643306e-07,-4.109917825528931415e-05,1.712408624276200348e-05
2.938785637198796166e-02,-3.265070981121146474e-04,2.419304397296375591e-05,-2.941435161633858264e-02,-2.227228137181245517e-04,6.826439332201544223e-05,1.954030893260510961e-03,-1.554891969082269486e-04,-3.603534276495406411e-06,-3.477658420198348130e-07,-3.744073141056993449e-05,1.558949283038291059e-05
2.946187571112095227e-02,-2.987094736025077183e-04,2.223082552954701684e-05,-2.674734756677968339e-02,-2.029218542295341450e-04,6.217978289491639192e-05,1.775407945181781480e-03,-1.412964906133746710e-04,-3.242888304701443904e-06,-3.237297345872001270e-07,-3.403856664831869596e-05,1.416399156551392119e-05
2.961860145885623213e-02,-2.738266159935976731e-04,2.041889743120101444e-05,-2.444340283708654193e-02,-1.859717020076929149e-04,5.694040290725630539e-05,1.621251369132693798e-03,-1.290361816756776376e-04,-2.932864006177514804e-06,-3.028868691135598069e-07,-3.109498426852085127e-05,1.293341784270030635e-05
2.982447975228426015e-02,-2.506797619882587488e-04,1.869428277147577096e-05,-2.235943748418354332e-02,-1.707501188551485455e-04,5.221248596591207753e-05,1.481899472520708605e-03,-1.179444138108581326e-04,-2.653522763629371497e-06,-2.839657431869284029e-07,-2.842913817051675746e-05,1.182077488079227471e-05
3.006506821366954074e-02,-2.287504160448539266e-04,1.702922795856747770e-05,-2.043257951479339474e-02,-1.567643591351667470e-04,4.784944510371492830e-05,1.353107098019656505e-03,-1.076855456504385253e-04,-2.396102336455372349e-06,-2.664092778696658653e-07,-2.596157301233537984e-05,1.079223355751318789e-05
3.035681159486064776e-02,-2.086015599035372071e-04,1.544959352958128482e-05,-1.873830179062964396e-02,-1.446095486338225874e-04,4.402620701303553336e-05,1.239933643036753106e-03,-9.865808561301617761e-05,-2.171138689301657556e-06,-2.508664199324687691e-07,-2.378747123275726390e-05,9.888077430320141932e-06
3.066926815400535661e-02,-1.891583180836112156e-04,1.390270247328702206e-05,-1.713804807018140530e-02,-1.331960708916680005e-04,4.042100918031580058e-05,1.133066018968839801e-03,-9.012741939417277803e-05,-1.959296185931330573e-06,-2.361347036253453116e-07,-2.173196365898155674e-05,9.034131961473251533e-06
